"Number","Part No.","Part description","Free text","Vendor part no.","Group number","Group name","Quantity","Lot","Total","Tax","Total including tax","Unit cost","Currency","Total (in currency)","Tax (in currency)","Total including tax (in currency)","Unit cost (in currency)","Status","Product status","Created by","Created","Expected date","Arrival date","Order ID","Order date","Invoice ID","Invoice date","Due date","Shipped on","Delay","Vendor number","Vendor name","PO free text","B.W.E. Job ID","PO Emailed","Attention","NOTES","ACCOUNT","Notes","BWE added value cost","Buy Price","Supplier 1","S1 Buy price","Vender Part Number","Supplier 2","S2 Buy Price","Vender 2 Part Number","Sell Price"
"PO00497","A011111111","MATERIAL AS DESCRIBED","50.8 X 31.75 BRASS FLAT BAR 3.6M LONG",,,,1,"L02171",1139.5,113.95,1253.45,1139.5,"$",1139.5,113.95,1253.45,1139.5,"New PO","Requested","David C","22/07/2026","22/07/2026",,,,,,,,14,"V00224","BRASS & COPPER PTY LTD","BWE TO ORGANISE TRANSPORT","STOCK","Y","STEPHEN P",,,,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_005 - Trigger Tube",,,,10,"L02164",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_006 - Barrel Tube",,,,10,"L02165",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_007 - Barrel End Plate",,,,10,"L02166",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_012 - Handle V2",,,,10,"L02167",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_014 - Barrel Baffel Plate",,,,10,"L02168",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_015 - Handle Clamp",,,,10,"L02169",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00496","A0001061","POWDER COAT PARTS AS SUPPLIED","NOY_GNG_015~01 - Handle Long Clamp",,,,10,"L02170",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","20/07/2026","20/07/2026",,,,,,,,16,"V00183","BUNDALL POWDER COATING",,"NATIONAL ENGINEERING","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00495",1,"BWEGProduction","DELIVERY SURCHARGE",,"AG00004","Blue Water Engineering",1,"L02161",20,2,22,20,"AUD",20,2,22,20,"Received","Received","Admin","17/07/2026","22/07/2026","28/07/2026",,"17/07/2026",,,"22/07/2026",,6,9340011,"BLUESCOPE DISTRIBUTION",,"Stock","Y","DERRYN F",,,,,,,,,,,,
"PO00495",1,"BWEGProduction","SMALL ORDER SERVICE FEE",,"AG00004","Blue Water Engineering",1,"L02160",50,5,55,50,"AUD",50,5,55,50,"Received","Received","Admin","17/07/2026","22/07/2026","28/07/2026",,"17/07/2026",,,"22/07/2026",,6,9340011,"BLUESCOPE DISTRIBUTION",,"Stock","Y","DERRYN F",,,,,,,,,,,,
"PO00495","A0001649","PTC-38-3-MSBL-6350","6 X FULL LENGHTS",,,,38.1,"L02158",354.33,35.43,389.76,9.3,"AUD",354.33,35.43,389.76,9.3,"Received","Received","Admin","17/07/2026","22/07/2026","28/07/2026",,"17/07/2026",,,"22/07/2026",,6,9340011,"BLUESCOPE DISTRIBUTION",,"Stock","Y","DERRYN F",,,,,,,,,,,,
"PO00495","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L02159",150,15,165,150,"AUD",150,15,165,150,"Received","Received","Admin","17/07/2026","22/07/2026","28/07/2026",,"17/07/2026",,,"22/07/2026",,6,9340011,"BLUESCOPE DISTRIBUTION",,"Stock","Y","DERRYN F",,,,,,,,,,,,
"PO00494",1,"BWEGProduction","25 MM OPAL ACRYLIC AS DRAWING  ATTACHED",,"AG00004","Blue Water Engineering",1,"L02157",378.4,37.84,416.24,378.4,"$",378.4,37.84,416.24,378.4,"Ordered","Planned","Admin","17/07/2026","24/07/2026",,,"17/07/2026",,,"28/07/2026",,12,"V00249","BELOVED ORANGE",,"YOT","Y","DERRYN F",,,,,,,,,,,,
"PO00493","A0001061","POWDER COAT PARTS AS SUPPLIED","PALLET RACK MAIN FRAME",,,,1,"L02151",1,0.1,1.1,1,"$",1,0.1,1.1,1,"New PO","Requested","David C","16/07/2026","16/07/2026",,,,,,,,20,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00493","A0001061","POWDER COAT PARTS AS SUPPLIED","SET DOWN LEGS",,,,2,"L02152",2,0.2,2.2,1,"$",2,0.2,2.2,1,"New PO","Requested","David C","16/07/2026","16/07/2026",,,,,,,,20,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00492","Round Bar Ø20 6060 T5 AL","Round Bar Ø20 6060 T5 AL","2 x full lengths",,"AG00009.17","Material Raw Round Bar Aluminium",8,"L02150",77.44,7.74,85.18,9.68,"AUD",77.44,7.74,85.18,9.68,"Ordered","Planned","Admin","15/07/2026","15/07/2026",,,"15/07/2026",,,"16/07/2026",,21,"V00114","ACTION ALUMINIUM",,"noy","Y","DERRYN F",,"N",,,,,,,,,,
"PO00491","RB31025I   MIDWAY","25.40MM DIA T431 Q&T ROUND BAR CG/h8","10 x 4 meter full lengths",,,,40,"L02149",1280,128,1408,32,"AUD",1280,128,1408,32,"Received","Received","Admin","15/07/2026","24/07/2026","31/07/2026",,"15/07/2026",,,"24/07/2026",,7,"V00245","MIDWAY METALS",,"GEM","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00490",1,"BWEGProduction","NON RETURN VALVE - ANNODISED BLACK",,"AG00004","Blue Water Engineering",40,"L02147",40,4,44,1,"AUD",40,4,44,1,"Ordered","Planned","Admin","15/07/2026","27/07/2026",,,"15/07/2026",,,"27/07/2026",,9,"V00206","SPECIALISED ANODISING SERVICE",,"ANO","Y","DERRYN F",,,,,,,,,,,,
"PO00490",1,"BWEGProduction","WATER JET PARTS - ANNODISED BLACK",,"AG00004","Blue Water Engineering",6,"L02148",6,0.6,6.6,1,"AUD",6,0.6,6.6,1,"Ordered","Planned","Admin","15/07/2026","27/07/2026",,,"15/07/2026",,,"27/07/2026",,9,"V00206","SPECIALISED ANODISING SERVICE",,"ANO","Y","DERRYN F",,,,,,,,,,,,
"PO00490","A0001630","Reusable cartridge - annodised and laser etch logo. (same size primer size hole as the black plastic","SHOT GUN ADAPTORS - ANNODISED ORANGE",,,,55,"L02146",55,5.5,60.5,1,"AUD",55,5.5,60.5,1,"Ordered","Planned","Admin","15/07/2026","27/07/2026",,,"15/07/2026",,,"27/07/2026",,9,"V00206","SPECIALISED ANODISING SERVICE",,"ANO","Y","DERRYN F",,,,,,,,,,,,
"PO00489","A0000982","Corflute 2440 x 1220 x 3 mm Thick White",,,,,20,"L02143",307,30.7,337.7,15.35,"AUD",307,30.7,337.7,15.35,"Ordered","Planned","Admin","14/07/2026","28/07/2026",,,"14/07/2026",,,"28/07/2026",,8,"V00061","BFS PLASTICS PTY LTD",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00489","A00141","FREIGHT INWARD","includes $11.25 fuel levy",,"AG00011","FREIGHT INWARD",1,"L02144",75,7.5,82.5,75,"AUD",75,7.5,82.5,75,"Ordered","Planned","Admin","14/07/2026","28/07/2026",,,"14/07/2026",,,"28/07/2026",,8,"V00061","BFS PLASTICS PTY LTD",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00488","A0000526","BMGARSUPD20 SUPER BLAST GARNET D 80# TONNE",,"BMGARSUPD20","AG00004.3","Water Jet Cutting",4,"L02142",2380,238,2618,595,"AUD",2380,238,2618,595,"Ordered","Planned","Admin","14/07/2026","14/07/2026",,,"14/07/2026",,,"17/07/2026",,22,"V00198","INDUSTRIAL MINERALS",,"JET","Y","DERRYN F",,,,,595.00,"INDUSTRIAL MINERALS",,,,,,
"PO00487","VLPH-006","Hydraulic hose and 90deg fitting 450mm",,,"AG00005.1","Hydraulic",12,"L02136",677.75,67.78,745.53,56.479166666667,"$",677.75,67.78,745.53,56.479166666667,"Received","Received","David C","13/07/2026","13/07/2026","30/07/2026",,,1,"30/07/2026","30/07/2026",,17,"V00171","TAIPAN PTY LTD",,"STOCK","Y","JOHN Mc",,,,,"$23",,,,"'-","'-",,
"PO00487","VLPH-007","Hydraulic hose and 90deg fitting 800mm",,,"AG00005.1","Hydraulic",4,"L02135",119.2,11.92,131.12,29.8,"$",119.2,11.92,131.12,29.8,"Received","Received","David C","13/07/2026","13/07/2026","30/07/2026",,,1,"30/07/2026","30/07/2026",,17,"V00171","TAIPAN PTY LTD",,"STOCK","Y","JOHN Mc",,,,,"$29.80",,,,"'-","'-",,
"PO00486","FREIGHT","FREIGHT",,,,,1,"L02134",1,0.1,1.1,1,"AUD",1,0.1,1.1,1,"New PO","Requested","David C","13/07/2026","03/08/2026",,,,,,,,2,"V00202","HYDRAULICS NETWORK",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00486","VLPH-009","Dual inline pilot check valve",,"VRDE380-19P","AG00005.1","Hydraulic",5,"L02137",404.25,40.43,444.68,80.85,"AUD",404.25,40.43,444.68,80.85,"New PO","Requested","David C","13/07/2026","03/08/2026",,,,,,,,2,"V00202","HYDRAULICS NETWORK",,"STOCK","Y","JOHN Mc",,,,,0,,,,"'-","'-",,
"PO00486","VLPH-013","Hyd Power Pack W 1.4L Tank 2500psi 0.75cc Vertical Mount Kit",,"08DA131ZV0752S","AG00005.1","Hydraulic",2,"L02133",1751,175.1,1926.1,875.5,"AUD",1751,175.1,1926.1,875.5,"New PO","Requested","David C","13/07/2026","03/08/2026",,,,,,,,2,"V00202","HYDRAULICS NETWORK",,"STOCK","Y","JOHN Mc",,,,,917.40,,,,"'-","'-",,
"PO00485","A0000727","FORKLIFT GAS","15KG + 2  RETURN",,,,2,"L02130",42,,42,21,"AUD",42,,42,21,"Ordered","Planned","Admin","10/07/2026","14/07/2026",,,"10/07/2026",,,"14/07/2026",,22,"V00328","SUPAGAS",,"GAS","Y","DERRYN F","FORKLIFT GAS = $1.50 PER MONTH RENT / ARGON = $8 / SUPASHIELD","N",,,,,,,,,,
"PO00485","A0002105","OXYGEN ""G""","NEW",,,,1,"L02131",1,,1,1,"AUD",1,,1,1,"Ordered","Planned","Admin","10/07/2026","14/07/2026",,,"10/07/2026",,,"14/07/2026",,22,"V00328","SUPAGAS",,"GAS","Y","DERRYN F","FORKLIFT GAS = $1.50 PER MONTH RENT / ARGON = $8 / SUPASHIELD","N",,,,,,,,,,
"PO00485","A0002106","ACETYLENE ""G""","NEW",,,,1,"L02132",1,,1,1,"AUD",1,,1,1,"Ordered","Planned","Admin","10/07/2026","14/07/2026",,,"10/07/2026",,,"14/07/2026",,22,"V00328","SUPAGAS",,"GAS","Y","DERRYN F","FORKLIFT GAS = $1.50 PER MONTH RENT / ARGON = $8 / SUPASHIELD","N",,,,,,,,,,
"PO00484","A00120","Hi-Vac Vulcanized Rubber Plate",,,"AG00004.1","Vaclift",20,"L02128",2600,260,2860,130,"$",2600,260,2860,130,"New PO","Requested","David C","10/07/2026","31/07/2026",,,,,,,,5,"CU0001","ALLIED RUBBER",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00484","FREIGHT","FREIGHT",,,,,1,"L02129",1,0.1,1.1,1,"$",1,0.1,1.1,1,"New PO","Requested","David C","10/07/2026","31/07/2026",,,,,,,,5,"CU0001","ALLIED RUBBER",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","ATK_W_0001 - 1.5L Air Tank Weldment",,,,19,"L02127",19,1.9,20.9,1,"$",19,1.9,20.9,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","BA_AS_0560_001 -  Boom Arm 560mm L Assembly",,,,2,"L02124",2,0.2,2.2,1,"$",2,0.2,2.2,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","CVL1000NT_01MF_001_REV A - Main Frame 0-1000kg Weldment",,,,2,"L02123",2,0.2,2.2,1,"$",2,0.2,2.2,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","FLTT_002 - Tyne Lock M20",,,,10,"L02126",10,1,11,1,"$",10,1,11,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","FVL SET DOWN LEGS",,,,2,"L02125",2,0.2,2.2,1,"$",2,0.2,2.2,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00483","A0001061","POWDER COAT PARTS AS SUPPLIED","FVL1000NT_01MF_001 - Main Frame 0-1000kg Weldment",,,,1,"L02122",1,0.1,1.1,1,"$",1,0.1,1.1,1,"New PO","Requested","David C","10/07/2026","10/07/2026",,,,,,,,26,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","JOHN Mc",,"Y",,,,,,,,,,
"PO00482",1,"BWEGProduction","FOLD AS DRAWING PROVIDED",,"AG00004","Blue Water Engineering",1,"L02121",100,10,110,100,"AUD",100,10,110,100,"Ordered","Planned","Admin","10/07/2026","15/07/2026",,,"10/07/2026",,,"15/07/2026",,21,"V00150","NOEL K SHEETMETAL",,"FOLDING","Y","DERRYN F",,,,,,,,,,,,
"PO00481","4mm Plate Stainless Steel 304 2B","4mm Plate Stainless Steel 304 2B","2438 X 1219 X 4MM - 2 PLATES",,"AG00009.12","Material Raw Sheet & Plate Stainless Steel",5.94,"L02101",1000,100,1100,168.35016835017,"AUD",1000,100,1100,168.35016835017,"Ordered","Planned","Admin","09/07/2026","14/07/2026",,,"09/07/2026",,,"14/07/2026",,22,"V00245","MIDWAY METALS",,"VAC","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00481","A0001345","5MM PLATE 4003 N1 STAINLESS STEEL","2500 X 1250 X 5MM - 3 PLATES",,,,9.37,"L02102",1320,132,1452,140.87513340448,"AUD",1320,132,1452,140.87513340448,"Ordered","Planned","Admin","09/07/2026","14/07/2026",,,"09/07/2026",,,"14/07/2026",,22,"V00245","MIDWAY METALS",,"VAC","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00480",1,"BWEGProduction","DELIVERY SURCHARGE",,"AG00004","Blue Water Engineering",1,"L02100",20,2,22,20,"AUD",20,2,22,20,"Received","Received","Admin","08/07/2026","13/07/2026","13/07/2026",,"08/07/2026",,,"13/07/2026",,0,9340011,"BLUESCOPE DISTRIBUTION",,"NQ","Y","DERRYN F",,,,,,,,,,,,
"PO00480",1,"BWEGProduction","SMALL ORDER SERVICE FEE",,"AG00004","Blue Water Engineering",1,"L02099",50,5,55,50,"AUD",50,5,55,50,"Received","Received","Admin","08/07/2026","13/07/2026","13/07/2026",,"08/07/2026",,,"13/07/2026",,0,9340011,"BLUESCOPE DISTRIBUTION",,"NQ","Y","DERRYN F",,,,,,,,,,,,
"PO00480","A0001649","PTC-38-3-MSBL-6350","6 X FULL LENGHTS",,,,19.5,"L02097",180.38,18.04,198.42,9.2502564102564,"AUD",180.38,18.04,198.42,9.2502564102564,"Received","Received","Admin","08/07/2026","13/07/2026","13/07/2026",,"08/07/2026",,,"13/07/2026",,0,9340011,"BLUESCOPE DISTRIBUTION",,"NQ","Y","DERRYN F",,,,,,,,,,,,
"PO00480","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L02098",150,15,165,150,"AUD",150,15,165,150,"Received","Received","Admin","08/07/2026","13/07/2026","13/07/2026",,"08/07/2026",,,"13/07/2026",,0,9340011,"BLUESCOPE DISTRIBUTION",,"NQ","Y","DERRYN F",,,,,,,,,,,,
"PO00479",1,"BWEGProduction","Cut to size – 40mm 6061 aluminium – 400mm x 380mm.",,"AG00004","Blue Water Engineering",1,"L02096",282.27,28.23,310.5,282.27,"AUD",282.27,28.23,310.5,282.27,"Ordered","Planned","Admin","08/07/2026","15/07/2026",,,"08/07/2026",,,"15/07/2026",,21,"V00114","ACTION ALUMINIUM",,"STOCK","Y","DERRYN F",,"N",,,,,,,,,,
"PO00478","A0002099","ISOPROPYL ALCHOHOL 2L",,"T3037","AG00004","Blue Water Engineering",1,"L02118",35.5,3.55,39.05,35.5,"AUD",35.5,3.55,39.05,35.5,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","A0002100","CONTACT CLEANER LUBRICANT AEROSOL 175G",,"T3061A","AG00004","Blue Water Engineering",1,"L02119",14.75,1.48,16.23,14.75,"AUD",14.75,1.48,16.23,14.75,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-024","3pin plug XLR female chassis (control box)charger",,"PO850","AG00005.3","Electrical",12,"L02108",83.76,8.38,92.14,6.98,"AUD",83.76,8.38,92.14,6.98,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,"$5.66","Altronics",,"P0850","Electus","'-","PS1054",
"PO00478","VLPE-030","Buzzer (small) for pendant",,"S6109","AG00005.3","Electrical",12,"L02115",25.8,2.58,28.38,2.15,"AUD",25.8,2.58,28.38,2.15,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,"$3.95","altronics",,"S6109","electus","'-","AB-3462",
"PO00478","VLPE-083","resistor 10K ohm for battery indicator",,"R7582","AG00005.3","Electrical",4,"L02107",5.2,0.52,5.72,1.3,"AUD",5.2,0.52,5.72,1.3,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,"'-","'-",,
"PO00478","VLPE-086","10 Way 5.08mm Vert. PCB Mount Boxed Pluggable Skt",,"P2580","AG00004.1","Vaclift",12,"L02116",10.56,1.06,11.62,0.88,"AUD",10.56,1.06,11.62,0.88,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-087","Socket PCB 12way vertical dinkle 5.08",,"S2582","AG00005.3","Electrical",12,"L02114",12.36,1.24,13.6,1.03,"AUD",12.36,1.24,13.6,1.03,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,".96c","Alltronics",,,"'-","'-",,
"PO00478","VLPE-088","crimp pins to suit P5472-P5482",,"P5470A","AG00005.3","Electrical",100,"L02103",1.67,0.17,1.84,0.0167,"AUD",1.67,0.17,1.84,0.0167,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,"$1.46 x100",,,,"'-","'-",,
"PO00478","VLPE-093","10 Way 5.08mm Pluggable Terminal Plug",,"P2520","AG00004.1","Vaclift",12,"L02117",29.16,2.92,32.08,2.43,"AUD",29.16,2.92,32.08,2.43,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-094","Housing 2.54 4 way beige line",,"P5474","AG00005.3","Electrical",20,"L02095",10,1,11,0.5,"AUD",10,1,11,0.5,"New PO","Requested","David C","07/07/2026","28/07/2026",,,,,,,,8,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,".70c",,,,"www.altronics.com.au","'-",,
"PO00478","VLPE-096","Switch push mom DPDT 3A (test board)",,"S1392","AG00005.3","Electrical",10,"L02111",47.9,4.79,52.69,4.79,"AUD",47.9,4.79,52.69,4.79,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,"$5.68",,,,"www.altronics.com.au","'-",,
"PO00478","VLPE-097","Spacer Metal tapped M3x20mm PCB mount",,"H1251","AG00005.3","Electrical",1,"L02112",0.39,0.04,0.43,0.39,"AUD",0.39,0.04,0.43,0.39,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,"Altronics",0.04,,"'-","'-",,
"PO00478","VLPE-110","Relay 12VDC 25A SPDT for actuator board",,"S4333","AG00005.3","Electrical",20,"L02104",23.4,2.34,25.74,1.17,"AUD",23.4,2.34,25.74,1.17,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,"$3.25",,,,"'-","'-",,
"PO00478","VLPE-111","Header male 2.54 3way beige",,"P5493","AG00005.3","Electrical",20,"L02105",14.4,1.44,15.84,0.72,"AUD",14.4,1.44,15.84,0.72,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,".70c",,,,"www.techbrands.com","'-",,
"PO00478","VLPE-163","300x300mm single sided PCB board blank",,"H0755","AG00005.3","Electrical",3,"L02106",87.72,8.77,96.49,29.24,"AUD",87.72,8.77,96.49,29.24,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-193","0.8MM 1KG ROLL 60/40 LEADED SOLDER",,"T1105",,,1,"L02109",163,16.3,179.3,163,"AUD",163,16.3,179.3,163,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-194","PCB DRILL SET 0.3-1.2MM PK10",,"T2329",,,1,"L02110",19.95,2,21.95,19.95,"AUD",19.95,2,21.95,19.95,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-195","3.6V 1200MAh ER14250 LITHIUM BATTERY",,"S4975","AG00004.1","Vaclift",1,"L02113",9.15,0.92,10.07,9.15,"AUD",9.15,0.92,10.07,9.15,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00478","VLPE-196","100uf 25V PCB ELECTROLTIC CAPACITOR",,"R5124","AG00004.1","Vaclift",20,"L02120",11,1.1,12.1,0.55,"AUD",11,1.1,12.1,0.55,"New PO","Requested","David C","07/07/2026","07/08/2026",,,,,,,,,"V00042","ALTRONICS",,"STOCK",,"JOHN Mc",,,,,,,,,,,,
"PO00477",1,"BWEGProduction","201 X 50 X 3 - 3MM MILD STEEL - 2 X HOLES. FOLD AS SAMPLE.",,"AG00004","Blue Water Engineering",100,"L02092",100,10,110,1,"AUD",100,10,110,1,"New PO","Requested","Admin","07/07/2026","07/07/2026",,,,,,,,29,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"FOLD","Y","DERRYN F",,,,,,,,,,,,
"PO00477",1,"BWEGProduction","205 X 45 X 4 - 4MM MILD STEEL - 3 X HOLES. FOLD AS SAMPLE.",,"AG00004","Blue Water Engineering",200,"L02093",200,20,220,1,"AUD",200,20,220,1,"New PO","Requested","Admin","07/07/2026","07/07/2026",,,,,,,,29,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"FOLD","Y","DERRYN F",,,,,,,,,,,,
"PO00476",1,"BWEGProduction","240 X 80 X 16MM MILD STEEL",,"AG00004","Blue Water Engineering",48,"L02091",401.28,40.13,441.41,8.36,"AUD",401.28,40.13,441.41,8.36,"Ordered","Planned","Admin","07/07/2026","17/07/2026",,,"07/07/2026",,,"17/07/2026",,19,"V00338","ABSOLUTE LASER CUTTING",,"CUT","Y","DERRYN F",,"N",,,,,,,,,,
"PO00476",1,"BWEGProduction","245 X 80 X 16MM MILD STEEL",,"AG00004","Blue Water Engineering",48,"L02090",410.88,41.09,451.97,8.56,"AUD",410.88,41.09,451.97,8.56,"Ordered","Planned","Admin","07/07/2026","17/07/2026",,,"07/07/2026",,,"17/07/2026",,19,"V00338","ABSOLUTE LASER CUTTING",,"CUT","Y","DERRYN F",,"N",,,,,,,,,,
"PO00475","A0000218","GFDSS12540 - ALPHA 125X22.2MM 40G ZIRCONIA FLAP DISC","(FULL BOX)",,"AG000011","WORKSHOP GENERAL SUPPLIES",20,"L02086",1,0.1,1.1,0.05,"AUD",1,0.1,1.1,0.05,"Ordered","Planned","Admin","06/07/2026","13/07/2026",,,"06/07/2026",,,,,23,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00475","A00034","M6 Grease Nipple Straight",,,,,20,"L02085",20,2,22,1,"AUD",20,2,22,1,"Ordered","Planned","Admin","06/07/2026","13/07/2026",,,"06/07/2026",,,,,23,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
"PO00475","M16 SHCS 45mm L Grade 8.8ZP","M16 SHCS 45mm L Grade 8.8ZP",,,"AG00007","Fastener",10,"L02089",22.5,2.25,24.75,2.25,"AUD",22.5,2.25,24.75,2.25,"Ordered","Planned","Admin","06/07/2026","13/07/2026",,,"06/07/2026",,,,,23,"V00128","BUILD IT FASTENERS",,"STOCK","Y","JOHN Mc",,,,,,,,,,,,
